,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137
2016-06-06,,,,,347.87,35.5,32.89,34.45,37.47,,,,,,,66.1,570.65,18.75,121.41,441.4,317.88,23.49,,311.81,35.17,,,28.59,209.83,25.01,344.84,418.15,,,,119.42,,,298.76,,,1649.97,,,86.97,129.24,,,726682.21,451971.46,,30.83,278.62,67.07,121.07,111.13,408.41,,,48.32,65.97,40.62,33.2,29.09,25.43,,,,,93.89,1652.06,32.32,,,,144.55,24.63,,,,,,,,,,139.05,142.11,,20.62,32.73,20.63,18.81,,,,,,,,,35.33,,,66.08,148.96,,52.88,,256.7,68.66,,,,175.68,12.53,,325.15,1.25,,431.82,279.27,,23051.1,,313.17,,,42.88,,43.33,734.0,,,,,100.0,52.7
2016-06-13,,,,,347.73,35.61,32.95,34.56,37.59,,,,,,,66.16,572.25,18.75,121.41,441.4,317.55,23.49,,311.8,35.25,,,27.49,210.42,26.93,344.39,418.03,,,,119.58,,,299.49,,,1650.37,,,87.92,129.16,,,727229.28,451990.77,,31.07,278.88,67.24,121.09,111.12,408.55,,,48.25,65.92,40.79,33.21,29.13,25.46,,,,,88.64,1652.06,32.32,,,,144.78,24.63,,,,,,,,,,139.93,142.25,,20.79,32.73,20.63,18.81,,,,,,,,,35.31,,,65.97,149.36,,53.2,,256.45,68.77,,,,175.67,12.54,,325.16,1.25,,431.43,279.35,,23032.81,,313.17,,,42.94,,43.37,734.68,,,,,99.98,51.57
2016-06-20,,,,,347.39,35.7,33.02,34.65,37.68,,,,,,,66.2,572.61,18.75,121.41,441.4,317.55,23.49,,311.62,35.32,,,26.95,210.96,28.62,344.31,418.41,,,,119.66,,,299.9,,,1655.15,,,88.73,129.06,,,729562.4,452372.91,,31.18,279.34,67.31,121.15,111.15,409.13,,,48.2,65.86,41.54,33.23,29.18,25.51,,,,,85.11,1652.06,32.32,,,,144.67,24.63,,,,,,,,,,140.78,142.38,,20.79,32.73,20.63,18.81,,,,,,,,,35.24,,,65.85,149.52,,53.4,,256.75,68.93,,,,175.63,12.55,,325.27,1.25,,431.01,279.71,,23010.94,,313.17,,,43.0,,43.45,735.62,,,,,100.43,51.11
2016-06-27,,,,,347.24,35.81,33.08,34.76,37.81,,,,,,,66.52,573.42,18.75,121.41,441.4,317.55,23.49,,311.61,35.39,,,27.27,211.45,29.59,344.45,418.41,,,,119.62,,,300.55,,,1658.82,,,89.62,129.2,,,731191.23,451997.37,,31.05,280.34,67.47,121.18,111.19,409.77,,,48.22,65.74,42.02,33.25,29.25,25.56,,,,,79.5,1652.06,32.32,,,,144.96,24.71,,,,,,,,,,137.18,142.26,,20.79,32.73,20.63,18.81,,,,,,,,,35.16,,,65.79,149.59,,53.97,,256.05,69.16,,,,175.51,12.55,,325.15,1.25,,430.46,279.73,,22965.57,,313.17,,,42.98,,43.48,735.75,,,,,100.75,51.15
2016-07-04,,,,,347.54,35.9,33.09,34.85,37.9,,,,,,,66.59,574.12,19.78,126.08,458.26,335.55,24.36,,311.4,35.47,,,28.38,211.77,29.86,344.73,418.49,,,,119.58,,,300.95,,,1658.07,,,90.24,129.66,,,731433.06,452055.39,,30.82,280.94,67.66,121.54,111.19,410.54,,,48.25,65.72,42.02,33.25,29.3,25.58,,,,,73.08,1708.67,33.3,,,,145.29,25.56,,,,,,,,,,124.52,142.16,,20.83,32.73,20.7,18.89,,,,,,,,,35.08,,,65.72,149.86,,54.91,,255.77,69.3,,,,175.6,12.57,,325.48,1.25,,430.25,280.02,,22951.77,,328.1,,,43.04,,43.53,736.87,,,,,100.9,51.62
2016-07-11,,,,,346.49,36.04,33.18,34.98,38.04,,,,,,,66.59,574.91,19.9,126.84,461.96,338.05,24.53,,311.36,35.54,,,29.29,212.06,29.56,344.61,418.74,,,,119.51,,,301.35,,,1659.32,,,90.87,130.28,,,731977.65,451882.39,,30.42,281.26,67.65,121.72,111.14,411.09,,,48.22,65.8,41.73,33.29,29.33,25.58,,,,,68.95,1713.51,33.46,,,,145.3,25.62,,,,,,,,,,110.58,142.16,,20.83,32.73,20.71,18.89,,,,,,,,,35.0,,,65.63,149.9,,55.37,,255.8,69.43,,,,175.66,12.56,,325.85,1.25,,430.23,280.19,,22941.55,,329.59,,,43.05,,43.57,737.49,,,,,100.83,51.95
2016-07-18,,,,,346.67,36.14,33.26,35.09,38.15,,,,,,,66.6,574.89,19.98,127.26,463.21,339.17,24.61,,311.27,35.56,,,29.8,212.66,29.29,344.31,418.91,,,,119.75,,,301.5,,,1661.78,,,91.56,130.69,,,732350.29,451917.8,,30.19,281.68,67.61,121.84,111.36,411.38,,,48.25,65.84,40.88,33.3,29.4,25.61,,,,,64.77,1719.9,33.59,,,,145.26,25.65,,,,,,,,,,102.58,142.33,,20.84,32.73,20.71,18.89,,,,,,,,,34.95,,,65.55,150.09,,55.77,,255.9,69.64,,,,175.85,12.56,,325.8,1.25,,430.17,280.37,,22929.73,,330.08,,,43.08,,43.59,738.51,,,,,100.88,52.0
2016-07-25,,,,,346.11,36.19,33.34,35.13,38.2,,,,,,,66.62,575.2,20.14,128.39,468.33,342.71,24.85,,311.51,35.57,,,29.51,213.09,28.63,344.8,419.37,,,,119.82,,,302.13,,,1664.57,,,92.42,131.15,,,735838.95,451738.36,,29.74,282.31,67.61,121.79,111.58,411.99,,,48.29,65.9,39.6,33.36,29.46,25.66,,,,,60.88,1730.46,33.76,,,,145.31,25.78,,,,,,,,,,97.69,142.67,,20.84,32.73,20.71,18.89,,,,,,,,,34.91,,,65.52,150.06,,56.36,,255.59,69.97,,,,175.97,12.55,,326.01,1.25,,429.76,280.34,,22912.58,,330.8,,,43.12,,43.66,738.35,,,,,101.24,52.06
2016-08-01,,,,,345.75,36.22,33.35,35.16,38.24,,,,,,,66.64,575.82,20.14,128.42,468.44,343.35,24.85,,311.47,35.55,,,28.22,213.26,27.52,344.78,419.69,,,,119.93,,,302.54,,,1666.04,,,92.98,131.39,,,737262.78,451406.39,,28.9,282.65,67.61,121.87,111.73,413.15,,,48.28,65.98,38.32,33.33,29.53,25.71,,,,,56.37,1730.75,33.75,,,,145.43,25.79,,,,,,,,,,89.34,142.87,,20.84,32.73,20.71,18.89,,,,,,,,,34.89,,,65.52,149.93,,56.92,,255.68,70.18,,,,176.23,12.56,,325.69,1.25,,429.98,280.19,,22926.51,,331.17,,,43.15,,43.68,739.33,,,,,100.49,52.06
2016-08-08,,,,,345.65,36.24,33.37,35.19,38.25,,,,,,,66.53,576.13,20.14,128.42,468.44,343.35,24.85,,311.64,35.57,,,26.84,213.62,26.39,344.9,419.81,,,,120.0,,,302.55,,,1667.23,,,93.36,131.67,,,738089.15,451555.14,,28.23,282.86,67.54,121.96,111.85,413.67,,,48.27,66.06,36.72,33.32,29.53,25.72,,,,,51.76,1730.75,33.75,,,,145.5,25.81,,,,,,,,,,79.79,142.72,,20.84,32.73,20.71,18.89,,,,,,,,,34.91,,,65.45,149.43,,57.26,,255.65,70.49,,,,176.37,12.56,,325.95,1.25,,429.87,280.44,,22874.52,,331.17,,,43.19,,43.73,739.98,,,,,99.53,51.95
2016-08-15,,,,,345.95,36.25,33.41,35.19,38.27,,,,,,,66.51,576.24,20.15,128.45,468.79,343.36,24.85,,311.36,35.56,,,25.29,213.96,25.02,344.83,420.5,,,,120.03,,,302.64,,,1669.85,,,93.9,131.82,,,738300.87,451521.12,,27.35,282.97,67.57,122.09,111.97,415.44,,,48.32,66.12,34.95,33.34,29.52,25.74,,,,,49.67,1730.95,33.74,,,,145.53,25.82,,,,,,,,,,72.38,142.6,,20.84,32.73,20.71,18.89,,,,,,,,,34.92,,,65.46,149.2,,57.44,,256.16,70.75,,,,176.54,12.57,,326.05,1.26,,429.9,280.67,,22820.38,,331.04,,,43.23,,43.79,740.79,,,,,98.09,51.92
2016-08-22,,,,,346.47,36.26,33.45,35.2,38.28,,,,,,,66.58,576.33,20.15,128.48,470.11,343.66,24.86,,311.46,35.57,,,23.86,214.28,23.68,345.23,421.33,,,,120.17,,,302.99,,,1674.1,,,94.18,132.44,,,741334.97,451869.73,,26.25,283.16,67.64,122.41,112.01,416.84,,,48.46,66.18,32.92,33.34,29.56,25.83,,,,,49.17,1731.32,33.74,,,,145.86,25.84,,,,,,,,,,65.54,142.79,,20.84,32.73,20.71,18.89,,,,,,,,,34.98,,,65.33,148.76,,57.41,,257.95,71.01,,,,176.47,12.56,,326.16,1.25,,430.38,281.38,,22824.62,,331.04,,,43.25,,43.83,741.73,,,,,96.36,51.94
2016-08-29,,,,,345.7,36.27,33.45,35.21,38.29,,,,,,,66.56,576.42,20.2,128.67,471.04,344.09,24.95,,311.89,35.55,,,22.44,214.25,22.58,345.24,421.22,,,,120.25,,,303.1,,,1678.31,,,94.36,132.83,,,741519.31,451920.11,,25.19,283.45,67.66,122.55,112.03,417.57,,,48.48,66.23,31.26,33.35,29.59,25.89,,,,,49.64,1734.02,33.73,,,,145.83,25.84,,,,,,,,,,61.46,142.58,,20.84,32.73,20.71,18.89,,,,,,,,,35.04,,,65.31,148.34,,56.85,,259.1,71.29,,,,176.55,12.57,,326.15,1.25,,431.0,281.67,,22824.62,,331.18,,,43.29,,43.87,743.04,,,,,94.96,52.07
2016-09-05,,,,,345.64,36.27,33.45,35.21,38.3,,,,,,,66.7,576.83,20.2,128.58,470.43,344.01,24.95,,312.0,35.54,,,21.33,214.34,21.56,345.14,421.25,,,,120.32,,,303.49,,,1680.03,,,94.36,133.22,,,742669.01,451777.34,,24.09,283.91,67.72,122.76,112.03,419.53,,,48.58,66.37,29.77,33.33,29.65,25.92,,,,,50.23,1732.72,33.7,,,,145.82,25.84,,,,,,,,,,58.41,142.73,,20.84,32.73,20.71,18.89,,,,,,,,,35.01,,,65.21,148.04,,56.3,,259.6,71.54,,,,176.96,12.58,,326.66,1.25,,431.53,282.07,,22833.54,,331.18,,,43.35,,43.9,743.7,,,,,93.09,52.33
2016-09-12,,,,,345.5,36.26,33.43,35.19,38.29,,,,,,,66.68,577.23,20.2,128.58,470.43,344.01,24.95,,312.32,35.52,,,20.56,214.72,20.68,345.67,421.51,,,,120.33,,,303.41,,,1682.57,,,94.02,133.22,,,743046.16,451911.58,,23.12,284.03,67.71,123.11,112.05,420.82,,,48.67,66.47,28.48,33.35,29.7,25.93,,,,,51.16,1732.72,33.7,,,,145.91,25.84,,,,,,,,,,57.62,142.85,,20.84,32.73,20.71,18.89,,,,,,,,,35.04,,,65.1,147.8,,55.38,,260.19,71.8,,,,177.37,12.58,,327.05,1.25,,432.09,282.52,,22813.47,,331.18,,,43.36,,44.01,744.77,,,,,91.47,52.8
2016-09-19,,,,,345.71,36.26,33.44,35.19,38.28,,,,,,,66.64,577.52,20.2,128.58,471.61,343.99,24.95,,312.51,35.51,,,19.89,214.79,19.93,345.97,421.73,,,,120.44,,,303.44,,,1688.3,,,93.41,133.75,,,744133.19,451918.45,,22.37,284.15,67.64,122.97,112.08,422.59,,,48.84,66.62,27.55,33.38,29.74,25.94,,,,,53.88,1732.72,33.7,,,,146.05,25.85,,,,,,,,,,59.58,142.93,,20.84,32.73,20.71,18.89,,,,,,,,,34.95,,,64.97,147.52,,54.59,,260.79,72.03,,,,177.59,12.59,,327.42,1.25,,432.83,283.32,,22808.0,,331.18,,,43.46,,44.05,745.44,,,,,89.83,53.58
2016-09-26,,,,,346.19,36.24,33.48,35.16,38.28,,,,,,,66.73,577.78,20.2,128.59,470.75,344.22,24.95,,312.6,35.51,,,19.5,214.99,19.58,346.63,422.33,,,,120.55,,,303.78,,,1694.96,,,92.54,134.08,,,745757.49,451588.65,,21.64,284.82,67.7,123.37,111.99,425.25,,,48.9,66.79,26.85,33.35,29.79,25.99,,,,,57.56,1733.72,33.72,,,,146.18,25.85,,,,,,,,,,63.35,143.04,,20.84,32.73,20.71,18.89,,,,,,,,,34.84,,,64.76,147.22,,53.8,,262.21,72.43,,,,177.9,12.59,,327.89,1.25,,433.85,283.88,,22806.03,,331.18,,,43.49,,44.1,746.12,,,,,88.03,54.44
2016-10-03,,,,,346.01,36.23,33.48,35.15,38.27,,,,,,,66.78,577.65,20.22,128.59,470.35,344.45,25.01,,312.7,35.5,,,18.96,215.03,19.31,346.86,422.19,,,,120.64,,,303.55,,,1696.99,,,91.47,134.52,,,746253.67,453046.71,,21.1,285.01,67.72,123.5,111.97,429.19,,,49.1,66.89,26.36,33.29,29.85,26.0,,,,,62.64,1735.34,33.74,,,,146.26,25.85,,,,,,,,,,68.47,143.28,,20.88,32.77,20.8,18.91,,,,,,,,,34.79,,,64.58,147.23,,53.06,,263.13,72.56,,,,178.3,12.61,,327.75,1.25,,435.01,284.71,,22813.15,,331.18,,,43.53,,44.12,746.44,,,,,86.44,55.74
2016-10-10,,,,,345.99,36.22,33.49,35.14,38.26,,,,,,,66.77,578.5,20.22,128.58,470.35,344.45,25.01,,312.91,35.49,,,18.52,215.0,19.18,347.21,422.7,,,,120.74,,,303.31,,,1697.99,,,90.02,134.85,,,746386.14,453085.45,,20.81,285.16,67.74,123.68,111.92,433.41,,,49.4,67.42,26.29,33.3,29.87,26.03,,,,,69.15,1735.34,33.74,,,,146.43,25.87,,,,,,,,,,75.1,143.36,,20.88,32.77,20.8,18.91,,,,,,,,,34.64,,,64.55,147.33,,52.56,,263.6,72.73,,,,179.29,12.64,,328.44,1.25,,437.06,285.88,,22823.55,,331.18,,,43.55,,44.13,746.26,,,,,85.3,57.22
2016-10-17,,,,,346.16,36.21,33.5,35.13,38.26,,,,,,,66.83,578.59,20.23,128.58,470.35,345.02,25.04,,313.39,35.5,,,18.31,215.06,19.15,347.06,423.46,,,,120.89,,,303.49,,,1699.29,,,89.02,135.45,,,746656.16,452196.19,,20.72,286.05,67.77,123.87,111.77,438.26,,,49.65,67.87,26.1,33.31,29.91,26.02,,,,,76.13,1735.34,33.74,,,,146.57,25.87,,,,,,,,,,83.29,143.05,,20.9,32.77,20.8,18.96,,,,,,,,,34.43,,,64.48,147.22,,52.08,,264.09,72.97,,,,180.31,12.65,,328.59,1.25,,439.59,286.75,,22825.19,,331.18,,,43.56,,44.16,746.3,,,,,84.48,58.32
2016-10-24,,,,,345.42,36.2,33.55,35.12,38.25,,,,,,,66.94,579.63,20.23,128.58,470.34,345.2,25.04,,313.34,35.5,,,18.02,215.44,19.12,347.61,423.76,,,,121.19,,,303.58,,,1701.91,,,88.08,135.94,,,746743.17,453491.95,,20.58,286.87,67.91,123.9,111.6,443.07,,,49.88,68.29,25.85,33.32,29.94,26.06,,,,,82.06,1735.96,33.8,,,,146.83,25.87,,,,,,,,,,91.46,143.26,,20.9,32.77,20.8,18.97,,,,,,,,,34.3,,,64.25,147.4,,51.81,,264.33,73.24,,,,181.05,12.67,,329.05,1.26,,442.08,288.14,,22827.22,,331.18,,,43.55,,44.23,747.51,,,,,83.2,59.53
2016-10-31,,,,,345.25,36.21,33.55,35.13,38.25,,,,,,,67.0,579.94,20.23,128.58,468.89,344.84,25.04,,313.54,35.55,,,17.82,215.45,19.24,347.91,424.22,,,,121.07,,,303.57,,,1703.32,,,87.21,136.64,,,747012.19,453587.9,,20.47,287.1,67.98,123.96,111.41,446.83,,,50.02,68.51,25.74,33.33,29.97,26.06,,,,,87.43,1735.99,33.8,,,,146.86,25.87,,,,,,,,,,98.52,143.29,,20.9,32.77,20.8,18.97,,,,,,,,,34.18,,,64.15,147.58,,51.38,,264.05,73.43,,,,181.6,12.68,,329.27,1.26,,443.68,288.84,,22837.14,,331.18,,,43.56,,44.25,748.44,,,,,82.54,60.25
2016-11-07,,,,,345.06,36.22,33.55,35.13,38.27,,,,,,,67.08,579.66,20.23,128.58,468.89,345.03,25.04,,313.74,35.64,,,17.76,215.45,19.35,348.5,424.82,,,,121.16,,,303.73,,,1703.74,,,86.73,136.86,,,747080.26,453315.73,,20.53,287.0,68.07,123.97,111.21,451.56,,,50.25,68.62,25.66,33.35,30.04,26.07,,,,,92.14,1735.99,33.8,,,,147.03,25.88,,,,,,,,,,104.01,143.38,,20.99,32.77,20.8,19.0,,,,,,,,,34.13,,,64.1,147.71,,51.05,,263.55,73.58,,,,182.36,12.68,,330.01,1.25,,446.0,290.11,,22839.8,,331.18,,,43.6,,44.3,749.84,,,,,82.18,60.83
2016-11-14,,,,,345.09,36.22,33.56,35.14,38.27,,,,,,,67.06,580.62,20.23,128.59,468.91,345.03,25.04,,314.01,35.76,,,17.85,215.65,19.48,348.93,425.54,,,,121.28,,,303.38,,,1704.66,,,86.28,137.33,,,747722.57,453573.15,,20.68,287.32,68.19,124.04,111.03,456.27,,,50.47,68.78,25.69,33.34,30.1,26.07,,,,,99.32,1736.13,33.81,,,,147.03,25.88,,,,,,,,,,109.59,143.33,,21.0,32.77,20.8,19.0,,,,,,,,,34.13,,,64.18,147.61,,50.63,,262.83,73.8,,,,182.97,12.7,,330.74,1.26,,448.23,291.08,,22876.0,,331.18,,,43.64,,44.34,751.49,,,,,81.76,61.29
2016-11-21,,,,,344.83,36.23,33.56,35.14,38.27,,,,,,,67.03,581.13,20.23,128.59,468.91,344.5,25.04,,314.66,35.94,,,17.88,215.82,19.6,349.53,425.72,,,,121.43,,,303.24,,,1703.6,,,86.09,137.73,,,749148.08,453782.51,,20.8,287.99,68.21,124.19,110.83,461.57,,,50.69,69.04,25.79,33.31,30.16,26.1,,,,,107.41,1736.14,33.81,,,,147.11,25.88,,,,,,,,,,115.28,143.33,,21.0,32.77,20.8,19.0,,,,,,,,,34.06,,,64.1,147.61,,50.37,,262.69,74.06,,,,183.56,12.7,,330.81,1.26,,451.41,292.2,,22897.7,,331.18,,,43.68,,44.37,753.37,,,,,81.79,61.75
2016-11-28,,,,,344.84,36.24,33.57,35.16,38.29,,,,,,,67.02,581.33,20.23,128.59,468.91,344.5,25.04,,314.75,36.04,,,17.91,215.85,19.61,350.1,426.29,,,,121.37,,,303.15,,,1707.43,,,85.82,138.12,,,749055.31,453430.94,,20.87,288.79,68.28,124.28,110.63,465.51,,,50.85,69.24,25.8,33.32,30.15,26.12,,,,,113.44,1736.14,33.81,,,,147.29,25.88,,,,,,,,,,118.69,143.21,,21.0,32.77,20.8,19.0,,,,,,,,,34.01,,,64.13,147.29,,49.99,,262.96,74.24,,,,183.88,12.69,,331.09,1.26,,453.6,292.68,,22926.22,,331.18,,,43.73,,44.41,754.8,,,,,81.49,62.26
2016-12-05,,,,,345.03,36.26,33.58,35.17,38.31,,,,,,,67.05,581.3,20.23,128.59,468.91,344.5,25.04,,314.46,36.14,,,17.85,215.7,19.8,350.5,426.76,,,,121.19,,,303.58,,,1707.05,,,85.56,138.13,,,749685.28,453429.99,,20.95,289.26,68.33,124.38,110.52,468.98,,,51.05,69.51,25.73,33.3,30.21,26.18,,,,,117.36,1736.14,33.81,,,,147.46,25.9,,,,,,,,,,120.06,143.26,,21.02,32.77,20.85,19.01,,,,,,,,,33.91,,,64.05,147.21,,49.63,,263.48,74.4,,,,184.5,12.68,,331.66,1.26,,455.81,293.51,,22937.65,,331.18,,,43.73,,44.46,756.32,,,,,81.65,62.68
2016-12-12,,,,,345.18,36.28,33.59,35.19,38.33,,,,,,,67.1,581.73,20.23,128.59,468.91,344.5,25.04,,314.54,36.35,,,17.95,215.7,19.94,350.96,427.06,,,,121.22,,,304.1,,,1705.4,,,85.37,138.25,,,750086.73,453234.99,,21.03,289.31,68.34,124.4,110.16,473.53,,,51.26,70.03,25.82,33.29,30.25,26.24,,,,,122.1,1736.14,33.81,,,,147.49,25.9,,,,,,,,,,121.28,143.33,,21.02,32.77,20.85,19.01,,,,,,,,,33.86,,,64.01,147.28,,49.22,,263.84,74.61,,,,185.41,12.65,,332.4,1.26,,458.22,294.65,,22955.0,,331.18,,,43.74,,44.48,757.26,,,,,81.76,63.27
2016-12-19,,,,,345.02,36.31,33.6,35.23,38.36,,,,,,,67.14,582.86,20.24,128.65,469.11,344.5,25.04,,314.99,36.63,,,17.96,215.64,20.15,351.45,427.73,,,,121.29,,,304.23,,,1706.85,,,85.15,138.25,,,749894.26,453100.43,,21.19,289.78,68.47,124.48,110.02,477.24,,,51.45,70.49,25.91,33.25,30.31,26.27,,,,,131.96,1735.92,33.8,,,,147.72,25.9,,,,,,,,,,125.06,143.32,,21.02,32.77,20.85,19.01,,,,,,,,,33.84,,,63.92,147.34,,48.81,,264.09,74.85,,,,186.21,12.65,,333.04,1.26,,460.89,295.65,,22966.88,,331.18,,,43.78,,44.54,758.64,,,,,81.79,63.95
2016-12-26,,,,,345.27,36.37,33.64,35.29,38.4,,,,,,,67.17,583.12,20.24,128.65,469.11,344.5,25.04,,315.34,36.88,,,18.09,215.81,20.47,351.83,427.8,,,,121.37,,,304.28,,,1709.57,,,84.95,138.49,,,750594.99,452705.46,,21.44,290.09,68.49,124.58,109.91,480.19,,,51.53,70.83,26.23,33.26,30.36,26.28,,,,,148.59,1735.92,33.8,,,,147.79,25.91,,,,,,,,,,134.91,143.14,,21.02,32.77,20.85,19.01,,,,,,,,,33.79,,,63.82,147.78,,48.58,,264.61,75.16,,,,186.47,12.65,,333.51,1.26,,462.63,295.9,,23011.16,,331.18,,,43.87,,44.6,759.83,,,,,82.17,64.52
2017-01-09,,,,,345.77,36.47,33.6,35.38,38.53,,,,,,,66.55,583.79,20.32,128.62,467.16,341.75,25.15,,315.09,37.26,,,18.35,215.92,20.78,352.76,425.78,,,,122.08,,,303.45,,,1731.13,,,84.28,138.07,,,753213.77,462203.85,,21.84,291.9,68.31,122.71,108.75,488.21,,,51.4,70.7,26.44,33.04,30.37,26.18,,,,,179.62,1735.24,33.51,,,,147.33,26.18,,,,,,,,,,158.54,142.61,,23.82,37.05,25.07,22.57,,,,,,,,,33.5,,,63.67,147.73,,47.8,,263.82,75.42,,,,186.64,12.49,,333.49,1.25,,465.6,296.75,,23183.07,,331.19,,,43.88,,44.38,760.8,,,,,82.35,64.98
2017-01-16,,,,,346.31,36.55,33.62,35.46,38.61,,,,,,,66.52,584.83,20.32,128.65,467.45,341.68,25.15,,315.64,37.35,,,18.43,216.12,20.9,353.37,426.17,,,,122.23,,,303.58,,,1731.1,,,84.02,138.08,,,755659.83,463156.41,,22.16,291.95,68.28,122.75,108.55,490.98,,,51.54,70.9,26.69,33.05,30.4,26.2,,,,,181.13,1735.34,33.52,,,,147.41,26.23,,,,,,,,,,164.29,142.31,,23.82,37.05,25.07,22.57,,,,,,,,,33.43,,,63.71,147.98,,47.55,,263.48,75.65,,,,186.84,12.49,,333.59,1.25,,467.1,297.12,,23210.57,,331.66,,,43.88,,44.42,761.81,,,,,82.38,64.72
2017-01-16,,,,,346.31,36.55,33.62,35.46,38.61,,,,,,,66.52,584.83,20.32,128.65,467.45,341.68,25.15,,315.64,37.35,,,18.43,216.12,20.9,353.37,426.17,,,,122.23,,,303.58,,,1731.1,,,84.02,138.08,,,755659.83,463156.41,,22.16,291.95,68.28,122.75,108.55,490.98,,,51.54,70.9,26.69,33.05,30.4,26.2,,,,,181.13,1735.34,33.52,,,,147.41,26.23,,,,,,,,,,164.29,142.31,,23.82,37.05,25.07,22.57,,,,,,,,,33.43,,,63.71,147.98,,47.55,,263.48,75.65,,,,186.84,12.49,,333.59,1.25,,467.1,297.12,,23210.57,,331.66,,,43.88,,44.42,761.81,,,,,82.38,64.72
2017-01-23,,,,,346.87,36.66,33.64,35.57,38.72,,,,,,,66.54,585.02,20.31,128.75,468.51,341.7,25.15,,315.79,37.53,,,18.49,216.24,21.05,353.85,426.26,,,,122.25,,,303.52,,,1729.13,,,83.79,137.76,,,755903.76,464753.49,,22.5,292.97,68.21,122.85,108.52,492.85,,,51.66,71.08,26.93,33.05,30.44,26.25,,,,,172.95,1735.02,33.5,,,,147.41,26.27,,,,,,,,,,163.6,142.29,,23.83,37.05,25.07,22.58,,,,,,,,,33.37,,,63.64,147.74,,47.2,,263.44,75.9,,,,187.18,12.48,,334.2,1.25,,469.25,297.98,,23212.92,,331.66,,,43.9,,44.45,761.61,,,,,82.72,64.23
2017-01-30,,,,,347.02,36.71,33.68,35.63,38.78,,,,,,,66.7,585.13,20.31,128.75,469.05,342.17,25.15,,315.79,37.59,,,18.53,216.3,21.24,354.34,426.47,,,,122.29,,,303.32,,,1733.48,,,83.35,137.42,,,758564.47,468480.65,,22.65,293.42,68.3,122.82,108.25,495.03,,,51.71,71.18,27.11,32.98,30.45,26.26,,,,,167.92,1735.02,33.5,,,,147.34,26.34,,,,,,,,,,163.96,141.96,,23.85,37.05,25.09,22.59,,,,,,,,,33.33,,,63.61,148.09,,46.77,,262.74,76.09,,,,187.69,12.49,,334.22,1.25,,470.25,298.32,,23171.39,,331.66,,,43.9,,44.47,763.05,,,,,83.05,63.69
2017-02-06,,,,,339.18,36.8,33.77,35.64,38.85,,,,,,,67.17,584.64,20.4,128.59,462.26,341.41,25.21,,315.75,37.55,,,18.62,216.3,21.23,352.28,429.29,,,,122.26,,,303.18,,,1736.39,,,84.13,137.24,,,760978.68,469041.05,,22.9,287.21,68.22,123.61,108.48,496.83,,,51.68,71.3,27.27,33.15,30.46,26.54,,,,,165.85,1704.18,33.56,,,,147.6,27.17,,,,,,,,,,165.72,141.99,,24.2,36.75,25.66,23.25,,,,,,,,,33.03,,,63.7,149.92,,46.37,,259.8,75.97,,,,187.84,12.64,,332.82,1.25,,469.36,297.67,,23101.74,,328.46,,,44.38,,44.57,761.4,,,,,83.58,63.06
2017-02-13,,,,,339.27,36.85,33.85,35.7,38.9,,,,,,,67.3,585.44,20.39,128.51,462.79,342.2,25.19,,315.88,37.6,,,18.7,216.46,21.35,352.64,429.97,,,,122.19,,,303.5,,,1737.89,,,83.57,137.07,,,761180.36,469320.93,,23.25,287.11,68.32,123.53,108.13,498.63,,,51.79,71.43,27.46,33.15,30.53,26.59,,,,,166.44,1703.66,33.63,,,,147.65,27.17,,,,,,,,,,165.43,142.26,,24.2,36.75,25.66,23.25,,,,,,,,,33.02,,,63.67,149.8,,45.94,,258.77,76.12,,,,188.3,12.63,,333.08,1.25,,470.8,298.34,,23116.01,,328.46,,,44.41,,44.62,761.57,,,,,83.55,62.81
2017-02-20,,,,,339.63,36.9,33.88,35.74,38.95,,,,,,,67.46,587.03,20.39,128.53,462.07,341.82,25.19,,316.04,37.65,,,18.74,216.53,21.48,353.24,430.74,,,,122.21,,,303.69,,,1739.09,,,83.14,136.64,,,760980.99,468841.61,,23.45,287.55,68.45,123.41,107.5,501.37,,,51.86,71.67,27.6,33.11,30.61,26.64,,,,,167.39,1703.64,33.65,,,,147.54,27.2,,,,,,,,,,163.58,142.18,,24.21,36.75,25.66,23.3,,,,,,,,,33.03,,,63.58,149.6,,45.53,,258.2,76.34,,,,188.72,12.64,,333.53,1.25,,471.6,299.04,,23074.15,,328.61,,,44.42,,44.62,762.51,,,,,83.51,62.2
